created_time,id,pre_processed_message,message_min_processed,shares,status_type,full_picture,reactions_like,reactions_haha,reactions_wow,reactions_sad,reactions_angry,reactions_love,has_textual_message
2016-09-21T14:20:08+0000,904277726319518_1169354446478510,receb vid apoi voc envi tod carinh vid apoi whatsapp particip list transmissa whatsapp salv numer celul whastapp envi mensag haddad tam junt,recebendo os videos de apoio que voces enviaram com todo carinho ! - para videos de apoio whatsapp ( 11 ) 97455-2971 . - participe da nossa lista de transmissao no whatsapp : salve o numero no seu celular ( 11 ) 96402-8670 por whastapp envie a mensagem `` haddad tamo junto ! '',60,added_photos,https://scontent-gru2-2.xx.fbcdn.net/v/t31.0-0/p480x480/14372110_1169354446478510_1106391761179284561_o.jpg?_nc_cat=102&_nc_sid=2d5d41&_nc_ohc=HKswmKJSOQIAX9h7IQB&_nc_ht=scontent-gru2-2.xx&_nc_tp=6&oh=9475277ce3f265298ea7347d52c3e2e4&oe=5EADD2FD,880,9,2,0,1,164,True
2016-09-21T12:30:00+0000,904277726319518_1167928289954459,jog sao inum conquist record alcanc vari setor vag educaca infantil hospit construca polit igualdad hor ir rua ir lut ganh eleica tam junt,o que esta em jogo sao as inumeras conquistas e recordes que alcancamos em varios setores como vagas em educacao infantil hospitais em construcao politicas de igualdade . e hora de ir para a rua ir para a luta e ganhar a eleicao ! tamo junto ?,2163,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/14356740_1167929453287676_1627458374_n.jpg?_nc_cat=108&_nc_sid=ad6a45&_nc_ohc=oQo8VGmK-mAAX_e9xy3&_nc_ht=scontent-gru1-1.xx&oh=3f439894d3f70a245ae5f0a0fb3ab1a6&oe=5EACA92B,2183,2,4,1,3,212,True
2016-09-20T23:46:05+0000,904277726319518_1168843636529591,lgbt haddad cidad human tamb cidad busc igualdad respeit divers agradec tod apoi comun lgbt,lgbt com haddad uma cidade mais humana e tambem uma cidade que busca a igualdade e respeita a diversidade . agradeco todo o apoio da comunidade lgbt .,188,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/14411726_1168877646526190_4744815977240199168_n.jpg?_nc_cat=111&_nc_sid=1055be&_nc_ohc=CEQkxYCq4kQAX-eY7Th&_nc_ht=scontent-gru2-1.xx&oh=b262439d5a07efe65aa18a1be9037df8&oe=5EAC35B6,1359,9,3,0,5,346,True
2016-09-20T21:02:11+0000,904277726319518_1168738609873427,obrig carinh apoi reconhec laert coutinh avanc divers paut lgbt grac moviment lideranc aind ha ser feit hoj h estar reun encontr lgbt haddad discut avanc proxim gesta felip paul canal bee hoj quer volt sozinh ric dalas julian rodrigu rogeri sottil francisc sal rodrigu saletecampar campar,obrigado pelo carinho apoio e reconhecimento laerte coutinho ! nos avancamos muito na diversidade e na pauta lgbt gracas aos movimentos e liderancas . ainda ha muito a ser feito . por isso hoje as 20h estaremos reunidos no `` encontro lgbt com haddad '' para discutir os avancos para a proxima gestao . http : //bit.ly/2csebel felipe de paula canal das bee hoje eu quero voltar sozinho rico dalasam julian rodrigues rogerio sottili francisco de sales rodrigues saletecampari campari,547,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/14356587_1168747123205909_572212653_n.jpg?_nc_cat=104&_nc_sid=ad6a45&_nc_ohc=y1pd-Ubt-5gAX9t2RRP&_nc_ht=scontent-gru1-1.xx&oh=37c3175c89941fc93a8ffe4cfc6d7c0b&oe=5EAFCEB5,2632,4,3,0,2,346,True
2016-09-20T14:58:09+0000,904277726319518_1168488326565122,pesso precis sab jog brasil emend congel gast soc anos pass ningu vai consegu cumpr plan cidad precis denunc fal verdad candidat sustent atual govern federal esta diz cois palanqu faz outr congress nacional,as pessoas precisam saber o que esta em jogo no brasil . se a emenda que congela os gastos sociais por 20 anos passar ninguem vai conseguir cumprir o plano para a cidade . e preciso denunciar falar a verdade . os candidatos que sustentam o atual governo federal estao dizendo uma coisa nos palanques e fazendo outra no congresso nacional .,16439,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/14299661_1168499476564007_932468931_n.jpg?_nc_cat=105&_nc_sid=ad6a45&_nc_ohc=nuwgeM2waQEAX-JusEZ&_nc_ht=scontent-gru2-2.xx&oh=39bfcc3c756b3da8c95cb3785b034ac8&oe=5EAF0F13,7612,11,85,25,23,448,True
2016-09-20T12:30:01+0000,904277726319518_1167804676633487,fal sao paul human just torn cidad espac acolh independent gener etni sexual idad pod aquisit etc quer trans sai rua durant dia estud ter med algum ataqu esta process recuperaca brac abert consig trabalh alcanc objet vai tiral vici ness sent caminh form gesta sao paul gent lut,falar de uma sao paulo mais humana e justamente tornar a cidade um espaco de acolhimento independente de genero etnia sexualidade idade poder aquisitivo etc . nos queremos que a trans saia na rua durante o dia para estudar sem ter medo de algum ataque ou que os que estao em processo de recuperacao pelo de bracos abertos consigam trabalhar para alcancar o objetivo que vai tira-lo do vicio . e e nesse sentido que caminha a nossa forma de gestao . e por essa sao paulo que a gente luta .,351,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t31.0-8/p720x720/14379776_1167804676633487_6104043909291832658_o.jpg?_nc_cat=109&_nc_sid=2d5d41&_nc_ohc=E9MEiWpGonEAX-VWo2h&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=a9e068c53ce968a374e86b805c67f481&oe=5EAFAC53,1870,5,5,0,3,173,True
2016-09-20T11:30:00+0000,904277726319518_1167931606620794,saib tud sobr campanh particip list transmissa whatsapp salv numer celul whastapp envi mensag haddad tam junt pront voc receb tod informaco sobr haddad campanh equipehaddad,saiba tudo sobre a campanha ! participe da nossa lista de transmissao no whatsapp ! 1. salve o numero no seu celular ( 11 ) 96402-8670 2. por whastapp envie a mensagem `` haddad tamo junto ! '' 3. pronto voce recebera todas as informacoes sobre o haddad e campanha . # equipehaddad,73,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t31.0-8/p720x720/14380042_1167931606620794_8302551726517062111_o.jpg?_nc_cat=109&_nc_sid=2d5d41&_nc_ohc=qWnncFUPOVsAX8P9-4e&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=6a08fdf2c1dba7123811b15353a1faae&oe=5EAC80A2,386,3,3,0,2,30,True
2016-09-20T00:00:00+0000,904277726319518_1167924163288205,pass livr desempreg trabalh desempreg nao pod gast procur trabalh lanc pass livr desempreg porqu entend prefeitur dev estar lad trabalh ness moment dific colabor precis,passe livre do desempregado o trabalhador que esta desempregado nao pode gastar mais para procurar um trabalho . por isso lancaremos o passe livre para o desempregado porque entendemos que a prefeitura deve estar ao lado do trabalhador nesses momentos dificeis colaborando com quem mais precisa .,444,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.5256-10/14411355_1167927446621210_2143076719_n.jpg?_nc_cat=111&_nc_sid=ad6a45&_nc_ohc=viOVnL2h_NQAX9YRVR0&_nc_ht=scontent-gru2-1.xx&oh=0fd49dab81e4741a93a93b216777dc35&oe=5EAF04DC,1776,0,11,0,2,120,True
2016-09-19T22:15:35+0000,904277726319518_1167931949954093,plen sindical viv moment intens lut polit contr med propost govern tem atac direit conquist dur pen trabalh junt ness lut tamb agradec empenh companheir companheir defend projet cidad quer sao paul cad vez inclus human,plenaria dos sindicalistas vivemos um momento de intensa luta politica contra as medidas propostas pelo governo temer que atacam direitos conquistados a duras penas pelos trabalhadores . estamos juntos nessa luta . tambem agradeco muito o empenho das companheiras e dos companheiros em defender nosso projeto de cidade . queremos uma sao paulo cada vez mais inclusiva e humana .,271,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/14411281_1167981816615773_397939310_n.jpg?_nc_cat=105&_nc_sid=1055be&_nc_ohc=zACCa_TRSTYAX-6oBjl&_nc_ht=scontent-gru2-2.xx&oh=3b2d04829a4b80d7dc0ba0dcc6933999&oe=5EAC86B7,1076,6,5,2,4,183,True
2016-09-19T20:00:00+0000,904277726319518_1157001487713806,vam vir jog junt voc acredit capaz grand vir nao so eleico tamb prox anos sao paul voc concord model cidad gent quer colabor ide voluntari financeir,vamos virar esse jogo juntos . com voces eu acredito que somos capazes de uma grande virada . nao so nas eleicoes mas tambem nos proximos anos em sao paulo . se voce concorda com o modelo de cidade que a gente quer colabore com ideias voluntariado ou financeiramente http : //bit.ly/doacaohaddad,156,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/14299405_1157012137712741_1937738600_n.jpg?_nc_cat=110&_nc_sid=ad6a45&_nc_ohc=2TUhW9kDyZMAX-wOiP9&_nc_ht=scontent-gru1-1.xx&oh=af48d8f25fae93030e513a1d9e063016&oe=5EAC723C,1016,1,2,1,1,56,True
2016-09-19T16:30:00+0000,904277726319518_1167697786644176,deix ceus melhor lev faculdad cinem quer deixal aind complet imagin alem conhec voc pod adquir experienc profissional ser remuner propost lev curs profissionaliz estud sobretud perif cheg merc trabalh concorr pe igualdad outr pesso,deixamos os ceus melhores levamos faculdades e cinemas . e nos queremos deixa-los ainda mais completos . imagine alem do conhecimento voce poder adquirir experiencia profissional e ser remunerado por isso . e a nossa proposta . levar cursos profissionalizantes para que o estudante sobretudo da periferia chegue ao mercado de trabalho e concorra em pe de igualdade com outras pessoas .,121,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBcYO_i42yoq2YP&url=http%3A%2F%2Fs22.postimg.org%2F79zdzu9xt%2FGif_Cursos_animado.gif&_nc_hash=AQCtOGLe2DmLbFP6,550,0,1,0,1,33,True
2016-09-19T13:08:40+0000,904277726319518_1167590796654875,complet anos casament seman conhec ana estel sab privilegi acompanh trajetor mulh profissional milit voc incrivel amor,completamos 28 anos de casamento esta semana . quem conhece ana estela sabe o privilegio que eu tenho de acompanhar sua trajetoria como mulher profissional e militante . te voce e incrivel ! meu amor !,713,added_photos,https://scontent-gru2-2.xx.fbcdn.net/v/t31.0-8/s720x720/14362462_1167590796654875_4633177185175649188_o.jpg?_nc_cat=105&_nc_sid=2d5d41&_nc_ohc=VsaWvvvX3RIAX8EZ8i6&_nc_ht=scontent-gru2-2.xx&_nc_tp=7&oh=6dd9dc414ff8934b5cefcc3b83961b31&oe=5EAE15DD,13210,11,43,1,4,2109,True
2016-09-19T11:54:39+0000,904277726319518_1167545916659363,nao sent acab polit public otim result recomendaca referenc orga mundi salv vid muit pesso fal reduca veloc vias brac abert transcidadan adversari promet esta send irresponsav vid human caus alguns vot nao vou faz coloc risc vid futur pesso polit nao sent nao acab polit public dand cert prefeitur ministeri contrari melhor avanc,nao tem sentido acabar com politica publica que tem otimos resultados que e recomendacao e referencia de orgaos mundiais e que tem salvado a vida de muitas pessoas . estou falando da reducao de velocidade nas vias do de bracos abertos e do transcidadania . os adversarios que prometem isso estao sendo irresponsaveis com a vida humana por causa de alguns votos . isso eu nao vou fazer . se for para colocar em risco a vida e o futuro das pessoas a politica nao tem sentido . eu nao acabei politica publica que estava dando certo nem na prefeitura nem no ministerio . pelo contrario eu melhorei e avancei .,3122,added_photos,https://scontent-gru2-2.xx.fbcdn.net/v/t1.0-9/p720x720/14333773_1167545916659363_4867606252920509198_n.png?_nc_cat=100&_nc_sid=2d5d41&_nc_ohc=NucW_gQsx3wAX-gcBQJ&_nc_ht=scontent-gru2-2.xx&oh=4337bc2b363b66c362947cad4fb1857c&oe=5EAEA84D,8032,6,10,26,1,705,True
2016-09-18T22:26:43+0000,904277726319518_1167117743368847,map transformaca alem enderec crech sit voc encontr map local tod melhor transformaco fiz cidad acess wwwhaddadspcombr,mapa da transformacao alem do endereco das creches no site voce encontra um mapa com a localidade de todas as melhorias e transformacoes que fizemos na cidade . acesse www.haddadsp.com.br,301,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t1.0-9/p720x720/14292510_1167117743368847_2686184575881313369_n.jpg?_nc_cat=107&_nc_sid=2d5d41&_nc_ohc=XeDBupHyZ-gAX9NVUaI&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=533c22d4fe37f87325cfedef9f6cad7e&oe=5EADB686,1279,6,6,0,0,69,True
2016-09-18T18:03:43+0000,904277726319518_1166785960068692,educaca form nobr apresent mund outr maneir coleg professor sab bem diss inic transformaca cidad sao paul atrav ensin oportun faz diferent certez vam continu mudanc melhor,educacao e uma das formas mais nobres de se apresentar o mundo de outra maneira e os meus colegas professores sabem bem disso . nos iniciamos a transformacao da cidade de sao paulo atraves do ensino da oportunidade e de fazer diferente . e tenho a certeza de que vamos continuar essa mudanca para melhor .,400,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/14299418_1166799173400704_2059417179_n.jpg?_nc_cat=104&_nc_sid=ad6a45&_nc_ohc=NHt10Dv-CO0AX8YcBt2&_nc_ht=scontent-gru1-1.xx&oh=c8743d217f42f1c7e2d093884821e5bc&oe=5EACF5A4,805,0,1,0,1,48,True
2016-09-18T14:48:15+0000,904277726319518_1166785430068745,debat hoj estar debat tv gazet estada twitt oportun voc confer propost perceb nao ha plan govern consistent vemcomhaddad part h,debate hoje estarei no debate da tv gazeta estadao e twitter . mais uma oportunidade para voce conferir as propostas e perceber que nao ha plano de governo mais consistente que o nosso . # vemcomhaddad a partir das 18h30 .,203,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t31.0-8/p720x720/14324453_1166785430068745_188380958006599291_o.jpg?_nc_cat=107&_nc_sid=2d5d41&_nc_ohc=aIMLHzjQwWEAX-FYchT&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=91df69513e1e44467b3e55228abbf53b&oe=5EAC8328,1076,0,4,0,0,59,True
2016-09-18T13:00:00+0000,904277726319518_1165249470222341,dia ocup ruas abrim ruas coloc wif prac aproveit doming ocup espac sab proxim gesta mant ruas abert abrir prac wif cri parqu interlag bom dia,dia de ocupar as ruas nos abrimos as ruas e colocamos wi-fi nas pracas aproveite o domingo para ocupar esses espacos sabendo que na proxima gestao manteremos o ruas abertas abriremos mais pracas com wi-fi e criaremos o parque interlagos . bom dia !,129,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/14370203_1165249470222341_2799815577335448677_n.png?_nc_cat=104&_nc_sid=2d5d41&_nc_ohc=isoAJ6gvw9kAX9uCZCR&_nc_ht=scontent-gru1-1.xx&oh=92a339f4a33f2fceb7b7951047d2afa6&oe=5EAE22F1,837,0,3,0,0,46,True
2016-09-17T23:00:11+0000,904277726319518_1166116893468932,assum prefeitur pesso fer morr tod dia transit sao paul nao pod omit tom decisa cab reduz veloc maxim ruas fiscaliz adversari sao irresponsav trat assunt reduz veloc preserv vid reduz drastic acident tud reparavel men pesso perd vid fic cadeir rod nao exist industr mult exist industr mort mutilaca nao vou coloc vid famil risc pra ter vot eleica,quando eu assumi a prefeitura 100 pessoas se feriam e 4 morriam todo dia no transito de sao paulo . eu nao podia me omitir e tomei a decisao que me cabia : reduzir a velocidade maxima das ruas e fiscalizar . meus adversarios sao irresponsaveis quando tratam do assunto . reduzir a velocidade preservou vidas e reduziu drasticamente os acidentes . tudo e reparavel menos a pessoa perder a vida ou ficar numa cadeira de rodas . nao existe industria da multa . o que existia era a industria da morte e da mutilacao . eu nao vou colocar a sua vida e a da sua familia em risco pra ter mais votos na eleicao .,3312,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/14411262_1166171863463435_1900965011_n.jpg?_nc_cat=101&_nc_sid=ad6a45&_nc_ohc=UGLvgAjAITMAX-nTCtE&_nc_ht=scontent-gru1-1.xx&oh=cf2e72cd0ad0ee66c592e7617f821bd4&oe=5EAD674A,4249,0,21,6,2,419,True
2016-09-17T20:25:35+0000,904277726319518_1166168396797115,dig tod convicca nunc olhar populaca lgbt gent olhou cri inumer program centr cidadan transcidadan enxerg pesso dem condico estud profissionaliz quer pass port residenc continu sent cas continu send mesm,eu digo com toda a conviccao que nunca olharam para a populacao lgbt como a gente olhou . criamos inumeros programas como os centros de cidadania e o transcidadania . nos enxergamos essas pessoas e demos condicoes para elas estudarem se profissionalizarem . nos queremos que elas passem da porta de sua residencia e continuem se sentindo em casa continuem sendo elas mesmas .,268,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t1.0-9/p720x720/14344129_1166168396797115_2199935299415870267_n.jpg?_nc_cat=111&_nc_sid=2d5d41&_nc_ohc=Nj1fsPtE-hAAX8kAsiK&_nc_ht=scontent-gru2-1.xx&_nc_tp=6&oh=c8d60da919e236d8bb7af65376ed275e&oe=5EAC6531,2207,3,4,0,1,318,True
2016-09-17T17:31:48+0000,904277726319518_1166040386809916,aniversari sao miguel,aniversario de sao miguel,163,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/14299548_1166045546809400_721690398_n.jpg?_nc_cat=100&_nc_sid=1055be&_nc_ohc=0mAp_3JePxQAX-4rcmZ&_nc_ht=scontent-gru2-2.xx&oh=3b71546d4729b3f1e9fcf41236167705&oe=5EAC4919,1655,14,1,0,9,265,True
2016-09-17T16:52:22+0000,904277726319518_1166010860146202,vam vir jog junt voc pod envi vid apoi numer cont voc,vamos virar esse jogo juntos . voce pode enviar videos de apoio para os numeros ( 11 ) 97455-2971 ( 11 ) 94385-9634 conto com voces !,364,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/14316803_1166010860146202_5942901277345810576_n.jpg?_nc_cat=101&_nc_sid=2d5d41&_nc_ohc=qXvy5CQXVUMAX9PyWj3&_nc_ht=scontent-gru1-1.xx&oh=9bac3273cf18b9da3291ff0911aef5d4&oe=5EAC6744,2639,2,4,0,4,154,True
2016-09-17T12:30:01+0000,904277726319518_1165254806888474,spcin cinem ferrament import formaca pesso aproveit sab ir circuit spcin cri objet aproxim arte pesso sobretud nao acess hoj sao sal cinem sesso seman expect mil espect ano,spcine o cinema e uma ferramenta muito importante para a formacao das pessoas aproveite o sabado para ir ao circuito spcine que criamos com o objetivo de aproximar a arte das pessoas sobretudo das que nao tinham acesso . hoje sao 20 salas de cinema com 200 sessoes semanais e a expectativa de 960 mil espectadores por ano . http : //bit.ly/2cfh5dg,310,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/p720x720/14370160_1165254806888474_6920354378376148263_n.png?_nc_cat=103&_nc_sid=2d5d41&_nc_ohc=ymA_sxwiv6UAX8FEkzc&_nc_ht=scontent-gru1-1.xx&oh=215400ec40fda79e2d8ec6da463074f8&oe=5EAEBC9F,1515,1,4,0,0,166,True
2016-09-16T22:33:52+0000,904277726319518_1165377683542853,educaca haddad praz grand respons receb apoi educ lideranc lut educaca sao paul,educacao com haddad . e um prazer e uma grande responsabilidade receber o apoio dos educadores e liderancas que lutam por `` mais educacao '' em sao paulo .,478,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/14270856_1165468740200414_1224334990_n.jpg?_nc_cat=105&_nc_sid=1055be&_nc_ohc=tAMEYz7D3HYAX9QtRnL&_nc_ht=scontent-gru2-2.xx&oh=0120605be20226142e3ead7484901891&oe=5EAF8E8F,1723,15,6,1,15,344,True
2016-09-16T17:54:52+0000,904277726319518_1165155860231702,voc acredit capaz grand vir nao so eleico tamb prox anos sao paul acredit voc nao vir nao ser possivel nao far menor sent cidad,com voces eu acredito que somos capazes de uma grande virada . nao so nas eleicoes mas tambem nos proximos anos em sao paulo . e acredito que sem voces nao e que essa virada nao sera possivel . ela nao faria o menor sentido . a cidade e sua .,6410,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/14270907_1165173540229934_898146328_n.jpg?_nc_cat=102&_nc_sid=ad6a45&_nc_ohc=8BifeTm5hIsAX83uFCg&_nc_ht=scontent-gru2-2.xx&oh=3bf88c1462c4ce219b5fa008a4c4c20b&oe=5EAEEADF,6363,12,17,4,27,793,True
2016-09-16T16:43:01+0000,904277726319518_1165076620239626,aco comprov sp melhor mobil muit aco tir posica cidad congestion mund hoj objet cair ness ranking melhor vid cad cidada,13 acoes que comprovam como sp melhorou em mobilidade foram muitas acoes que nos tiraram da posicao de 7a cidade mais congestionada do mundo . hoje somos a 58a e o objetivo e cair mais nesse ranking melhorando a vida de cada cidadao . http : //bit.ly/2csroro,357,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQAF9FoRz-y3tYEX&url=http%3A%2F%2Fhaddadsp.com.br%2Fwp-content%2Fuploads%2F2016%2F09%2Fcapao_faixa_oni77.jpg&_nc_hash=AQDKfTAoF2edaUkR,2211,9,5,0,1,134,True
2016-09-16T13:45:00+0000,904277726319518_1164419606971994,invest are social prejudic caminh jardim jaquelin convers sobr melhor vid precis curs emend constitucional congel gast soc anos cidad nao vao pod invest invest saud educaca exempl nao vai ter dinheir avanc contrataca medic abertur hospit criaca expansa vag crech med irresponsavel precis adversari apo,investimentos na area social prejudicados caminhei pelo jardim jaqueline e conversamos sobre como melhorar a vida de quem mais precisa . esta em curso emenda constitucional que congela os gastos sociais por 20 anos . isto e as cidades nao vao poder investir mais do que se investe em saude e educacao por exemplo nao vai ter dinheiro para avancar na contratacao de medicos na abertura hospitais na criacao e na expansao de vagas das creches . e uma medida irresponsavel com os que mais precisam e os meus adversarios apoiam .,320,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/14270872_1164438586970096_2140123346_n.jpg?_nc_cat=108&_nc_sid=ad6a45&_nc_ohc=4UVwGXw8WXIAX8WKhnR&_nc_ht=scontent-gru1-1.xx&oh=ae0753354f55c440a167a5d44ec21038&oe=5EAC802A,652,2,2,18,4,26,True
2016-09-16T12:24:44+0000,904277726319518_1164712006942754,bom dia nest seman moviment mulh reafirm diss caminh tod avanc cidad gent dev voc grac protagon forc mulh consegu implement guard mar penh paridad gener conselh exempl assim cumpr program voc propus tamb ser total cumpr,bom dia ! nesta semana estive com os movimentos de mulheres e reafirmo o que disse na caminhada : todo avanco da cidade a gente deve a voces . gracas ao protagonismo e a forca das mulheres e que conseguimos implementar a guardia maria da penha e a paridade de genero nos conselhos por exemplo . assim como cumprimos o programa que voces nos propuseram para 2012 a 2016 o de 2017 a 2020 tambem sera totalmente cumprido .,71,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/14344746_1164712006942754_810556003407244877_n.png?_nc_cat=110&_nc_sid=2d5d41&_nc_ohc=yBCQdryFir8AX_3yDiC&_nc_ht=scontent-gru1-1.xx&oh=1be8807a5036264ee9032fa5a36aac6b&oe=5EAD936D,1263,2,1,0,0,179,True
2016-09-15T19:33:44+0000,904277726319518_1164297300317558,hor cert movel candidat diz vai cri servic saud movel ja exist ha anos hor cert movel cri hospit dia hor cert send fix mov qua voc faz exam consult cirurg lug bom promet gent ja faz,hora certa movel tem candidato dizendo que vai criar servico de saude movel mas isso ja existe ha 3 anos e o hora certa movel . nos criamos 33 hospitais dia hora certa sendo 21 fixos e 12 moveis nos quais voce faz seu exame consultas e cirurgias no mesmo lugar . o que de bom eles prometem a gente ja faz .,154,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/14299490_1164307203649901_380277374_n.jpg?_nc_cat=102&_nc_sid=ad6a45&_nc_ohc=nUje2T1HLasAX91472w&_nc_ht=scontent-gru2-2.xx&oh=c329e9b2435b9a9ac25a8ea350279c4d&oe=5EAD941B,498,4,0,0,1,30,True
2016-09-15T16:22:29+0000,904277726319518_1164123483668273,motiv escolh haddad jeit divert cri mostr part seriedad cumpr realiz val leitur,27 motivos para escolher haddad um jeito muito divertido que criaram para mostrar parte do que tivemos a seriedade para cumprir e realizar . vale a leitura . http : //haddadsp.com.br/por-que-haddad-27-motivos-com-provas-e-com-conviccao/,785,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBnc8q1nU6scPnJ&url=https%3A%2F%2Fimg.buzzfeed.com%2Fbuzzfeed-static%2Fstatic%2F2016-09%2F15%2F11%2Fasset%2Fbuzzfeed-prod-web11%2Fsub-buzz-27565-1473953912-1.jpg%3Fresize%3D625%253A416&_nc_hash=AQBcWtan6znxKNJx,4292,39,6,1,9,411,True
2016-09-15T14:32:46+0000,904277726319518_1164040320343256,propost curs profissionaliz melhor ceus inser faculdad cinem proxim gesta irem alem vam disponibiliz curs tecnic profissionaliz temp alun aprendera teor pratic sera remuner jov vai entrar merc trabalh formaca profissional experienc trabalh,proposta : cursos profissionalizantes melhoramos os ceus inserimos faculdades e cinemas . na proxima gestao iremos alem : vamos disponibilizar cursos tecnicos profissionalizantes . aos mesmo tempo os alunos aprenderao a teoria e a pratica e serao remunerados por isso . o jovem vai entrar no mercado de trabalho com formacao profissional e experiencia de trabalho .,95,added_photos,https://scontent-gru2-2.xx.fbcdn.net/v/t31.0-8/p720x720/14372317_1164040320343256_7305361092822577936_o.png?_nc_cat=100&_nc_sid=2d5d41&_nc_ohc=f3YFyeXteggAX-Ks68r&_nc_ht=scontent-gru2-2.xx&oh=455382bdefd6a1126d51e4fd9b2243cf&oe=5EACB42B,542,0,4,0,1,29,True
2016-09-15T12:26:57+0000,904277726319518_1163968923683729,lad candidat ja par pens qua inter outr candidat defend direit empresari quer voc trabalh temp direit acord ced peg batent nao fiz polit mei vid polit ajud precis pov,de que lado esta o candidato ? ja parou pensar quais interesses os outros candidatos defendem ? e o direito de empresarios que querem que voce trabalhe mais e por muito tempo ? ou e o direito de quem acorda cedo para pegar no batente ? eu nao fiz da politica meu meio de vida estou na politica para ajudar aqueles que mais precisam . eu estou com o povo .,370,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/14299663_1163976503682971_963472193_n.jpg?_nc_cat=106&_nc_sid=ad6a45&_nc_ohc=KYIwHK5VJWwAX97y5fC&_nc_ht=scontent-gru2-2.xx&oh=3e1a8c9e7b647daedfc9401e3ac17875&oe=5EAEA155,968,4,4,0,11,78,True
2016-09-14T23:30:00+0000,904277726319518_1158885484192073,numer nao cont histor hirlen galbin fic emocion relat so dao certez acert criaca polit public cinem sobretud brasileir ferrament import formaca pesso terc class d nunc cinem spcin nasc faz pont film pesso principal nao acess hoj sao sal cinem sesso seman expect mil espect ano,numeros nao contam historias hirlene galbine fico emocionado com relatos como o seu . eles so me dao a certeza de que acertamos na criacao da politica publica e de que o cinema sobretudo o brasileiro e uma ferramenta muito importante para a formacao das pessoas . um terco das classes d e e nunca foi ao cinema e a spcine nasceu para fazer a ponte entre o filme e as pessoas que principalmente nao tem acesso . hoje sao 20 salas de cinema com 200 sessoes semanais e a expectativa de 960 mil espectadores por ano .,133,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/14173838_1158891820858106_837739284_n.jpg?_nc_cat=101&_nc_sid=ad6a45&_nc_ohc=QkM_RrwZX8oAX-UGZ3z&_nc_ht=scontent-gru1-1.xx&oh=1350aea7918a3fbbf9cc5f1ada8d2ad6&oe=5EAD81B2,424,1,2,0,2,55,True
2016-09-14T18:30:00+0000,904277726319518_1163346930412595,tecnolog fablab invest tecnolog torn cidad dinam funcional fablab consegu ser maior red public fabricaca digital mund espalh regio sao paul hoj form quas mil profission capacit are,tecnologia : fablab investimos em tecnologia para tornar a cidade mais dinamica e funcional . com os fablab conseguimos ser a maior rede publica de fabricacao digital do mundo . espalhados por regioes de sao paulo hoje formamos quase 5 mil profissionais capacitados na area .,234,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/14299328_1163358417078113_870889112_n.jpg?_nc_cat=108&_nc_sid=ad6a45&_nc_ohc=Jbetw3cG8jEAX81HkVb&_nc_ht=scontent-gru1-1.xx&oh=516d972a31fc99a6f308d9ee438dbd50&oe=5EAF040F,494,0,4,0,1,35,True
